institution, ror, year, count, oa status 
"University of Queensland",https://ror.org/00rqy9422,2022,3434,gold
"University of Queensland",https://ror.org/00rqy9422,2022,2013,hybrid
"University of Queensland",https://ror.org/00rqy9422,2022,1969,green
"University of Queensland",https://ror.org/00rqy9422,2022,759,bronze
"University of Queensland",https://ror.org/00rqy9422,2023,4091,closed
"University of Queensland",https://ror.org/00rqy9422,2023,3238,hybrid
"University of Queensland",https://ror.org/00rqy9422,2023,3028,gold
"University of Queensland",https://ror.org/00rqy9422,2023,1036,bronze
"University of Queensland",https://ror.org/00rqy9422,2023,1033,green
"UNSW Sydney",https://ror.org/03r8z3t63,2000,1700,closed
"UNSW Sydney",https://ror.org/03r8z3t63,2000,234,bronze
"UNSW Sydney",https://ror.org/03r8z3t63,2000,118,green
"UNSW Sydney",https://ror.org/03r8z3t63,2000,47,hybrid
"UNSW Sydney",https://ror.org/03r8z3t63,2000,33,gold
"UNSW Sydney",https://ror.org/03r8z3t63,2001,1758,closed
"UNSW Sydney",https://ror.org/03r8z3t63,2001,262,bronze
"UNSW Sydney",https://ror.org/03r8z3t63,2001,139,green
"UNSW Sydney",https://ror.org/03r8z3t63,2001,52,hybrid
"UNSW Sydney",https://ror.org/03r8z3t63,2001,30,gold
"UNSW Sydney",https://ror.org/03r8z3t63,2002,2583,closed
"UNSW Sydney",https://ror.org/03r8z3t63,2002,316,bronze
"UNSW Sydney",https://ror.org/03r8z3t63,2002,189,green
"UNSW Sydney",https://ror.org/03r8z3t63,2002,42,hybrid
"UNSW Sydney",https://ror.org/03r8z3t63,2002,25,gold
"UNSW Sydney",https://ror.org/03r8z3t63,2003,2301,closed
"UNSW Sydney",https://ror.org/03r8z3t63,2003,317,bronze
"UNSW Sydney",https://ror.org/03r8z3t63,2003,228,green
"UNSW Sydney",https://ror.org/03r8z3t63,2003,82,hybrid
"UNSW Sydney",https://ror.org/03r8z3t63,2003,25,gold
"UNSW Sydney",https://ror.org/03r8z3t63,2004,2442,closed
"UNSW Sydney",https://ror.org/03r8z3t63,2004,349,bronze
"UNSW Sydney",https://ror.org/03r8z3t63,2004,275,green
"UNSW Sydney",https://ror.org/03r8z3t63,2004,68,hybrid
"UNSW Sydney",https://ror.org/03r8z3t63,2004,46,gold
"UNSW Sydney",https://ror.org/03r8z3t63,2005,2830,closed
"UNSW Sydney",https://ror.org/03r8z3t63,2005,387,bronze
"UNSW Sydney",https://ror.org/03r8z3t63,2005,299,green
"UNSW Sydney",https://ror.org/03r8z3t63,2005,90,gold
"UNSW Sydney",https://ror.org/03r8z3t63,2005,66,hybrid
"UNSW Sydney",https://ror.org/03r8z3t63,2006,3014,closed
